object_id;adres;postcode;plaats;capaciteit_personen;aantal_slaapkamers;huurder_naam;huurder_id;verhuur_startdatum;verhuur_einddatum;verhuur_excl_btw;gwe_verantwoordelijk;voorschot_gwe_standaard;verhuur_voorschot_gwe;verhuur_overige_kosten;eigenaar_id;eigenaar_naam;inhuur_excl_btw;inhuur_borg;inhuur_startdatum;inhuur_einddatum;inhuur_vve_kosten;inhuur_overige_kosten;inhuur_internet_kosten;inhuur_voorschot_gwe
0234;Rotterdamsedijk 154B;3112BJ;SCHIEDAM;6;5;Tradiro Services B.V.;17;2026-01-14;;895,0;ryanrent;718,97;452,17;119,57;993;Tradiro Housing BV;895,0;;2018-02-01;2019-01-31;;0,0;0,0;
0235;Rubensplein 3 B;3117BK;SCHIEDAM;5;3;Tradiro Services B.V.;17;2026-01-14;;895,0;ryanrent;27,52;117,03;69,56;993;Tradiro Housing BV;895,0;0,0;2018-11-01;;;0,0;0,0;
0236;Schalkeroord 389;3079WH;Rotterdam;;;Tradiro Services B.V.;17;2025-01-01;;1623,9;eigen_beheer;462,0;462,0;165,20999999999998;982;R.R. Kalmeijer en M.R. Klootwijk;2085,9;800,0;2019-06-01;;;0,0;0,0;59,55
0237;Schere 238;3085DZ;ROTTERDAM;4;3;Tradiro Services B.V.;17;2026-01-14;;1345,37;ryanrent;43,23;43,23;24,3;;;;;;;;;;
0238;Van der Werffstraat 370 ;3132WK;VLAARDINGEN;2;2;Tradiro Services B.V.;17;2026-01-14;;895,0;ryanrent;231,94;231,94;751,36;996;Tradiro Housing B.V.;895,0;0,0;2018-09-01;2019-08-31;;0,0;0,0;
0239;Schoonegge 110;3085CZ;Rotterdam;4;2;Tradiro Services B.V.;17;2026-01-14;;1327,0;ryanrent;5320,3;5320,3;25,1;962;S.H.M. De Swart (junior);1327,0;1075,0;2019-10-01;2021-03-31;;0,0;0,0;0,0
0241;van der Werffstraat 166;3132WG;VLAARDINGEN;3;2;Tradiro Services B.V.;17;2025-01-01;;1250,0;eigen_beheer;35,88;35,88;25,1;976;IN STONES;1250,0;0,0;2022-11-01;2023-10-31;0,0;0,0;0,0;0,0
0242;Sint Liduinastraat 76 A;3117CV;SCHIEDAM;5;3;Tradiro Services B.V.;17;2026-01-14;;900,0;ryanrent;55,44;332,77;69,56;970;Soul Inn B.B. B.V.;3500,0;3500,0;2020-06-01;2022-05-31;0,0;0,0;0,0;0,0
0243;Sint Liduinastraat 80A;3117CV;SCHIEDAM;4;4;Tradiro Services B.V.;17;2025-01-01;;4216,22;eigen_beheer;31,19;334,43;69,57;970;Soul Inn B.B. B.V.;4216,22;3500,0;2020-06-01;2022-05-31;0,0;0,0;0,0;0,0
0245;van der Werffstraat 240;3132WH;VLAARDINGEN;;;Tradiro Services B.V.;17;2026-01-14;;895,0;ryanrent;186,36;186,36;211,0;993;Tradiro Housing BV;895,0;0,0;2018-10-01;2019-08-31;;0,0;0,0;
0246;Socratesstraat 168;3076BZ;ROTTERDAM;4;4;Tradiro Services B.V.;17;2026-01-14;;1200,0;ryanrent;265,08;265,08;25,1;965;S.H.M. De Swart;1050,0;1050,0;2019-07-01;2020-12-31;;0,0;0,0;0,0
0247;Spoorsingel 154b;3134XW;VLAARDINGEN;4;4;Tradiro Services B.V.;17;2026-01-14;;2129,12;ryanrent;0,0;0,0;25,1;;;;;;;;;;
0249;Tholenstraat 114;3086TP;Rotterdam;3;2;Tradiro Services B.V.;17;2026-01-14;;1400,53;ryanrent;260,59;260,59;25,1;969;JES Funding en Beheer B.V.;1400,53;1075,0;2021-07-01;;0,0;0,0;0,0;0,0
0250;van der Waalsstraat 70;3132TN;VLAARDINGEN;4;4;Tradiro Services B.V.;17;2026-01-14;;895,0;ryanrent;411,41;411,41;182,1;993;Tradiro Housing BV;895,0;;2018-09-01;2019-08-31;;0,0;0,0;
0277;Gerberalaan 113;2671 KC;Naaldwijk;;;Tradiro Services B.V.;17;2026-01-14;;111,47;ryanrent;0,0;0,0;0,0;;;;;;;;;;
0292;Burgemeester Stulemeijerlaan 71;3118BC;Schiedam;;;Tradiro Services B.V.;17;2026-01-14;;1019,0;ryanrent;47,03;47,03;0,0;976;IN STONES;875,0;0,0;2022-07-01;2022-12-31;;0,0;0,0;75,0
0333;Kethelweg 66D;3135 GM;Vlaardingen;5;3;Tradiro Services B.V.;17;2025-02-07;2026-02-07;2491,65;eigen_beheer;0,0;0,0;0,0;258;Parkwonen;1000,0;0,0;2025-02-01;2026-02-01;0,0;0,0;0,0;0,0
0336;Ofwegen 1A;2481KA;Woubrugge;6;3;Tradiro Services B.V.;17;2026-01-14;;2900,0;ryanrent;350,0;350,0;0,0;253;Facili Flex BV;2400,0;0,0;2025-02-17;2026-02-17;0,0;0,0;0,0;0,0
0337;Kruisweg 16;2481NA;Woubrugge;10;6;Tradiro Services B.V.;17;2025-10-01;;5350,0;ryanrent;600,0;600,0;0,0;253;Facili Flex BV;4330,0;0,0;2025-02-25;2026-02-25;0,0;0,0;0,0;0,0
0340;Professor Poelslaan 58C;3028ET;Rotterdam;5;3;Tradiro Services B.V.;17;2025-02-28;2026-02-28;2750,0;eigen_beheer;224,26;224,26;0,0;990;Comé Valk en Arjen Valk;1950,0;1200,0;2025-02-15;2026-02-15;0,0;0,0;0,0;200,0
0347;Van Ruijsdaellaan 72A;3117XV;Schiedam;3;2;Tradiro Services B.V.;17;2025-03-01;;1560,0;eigen_beheer;95,67;95,67;0,0;271;Houses2Rent;1250,0;0,0;2025-03-01;;0,0;0,0;0,0;0,0
0351;Van Ruijsdaellaan 72B;3117XV;Schiedam;3;2;Tradiro Services B.V.;17;2025-04-01;;1560,0;eigen_beheer;134,4;134,4;0,0;271;Houses2Rent;1250,0;0,0;2025-04-01;;0,0;0,0;0,0;0,0
0352;Van Ruijsdaellaan 72C;3117XV;Schiedam;3;2;Tradiro Services B.V.;17;2025-03-17;;1560,0;eigen_beheer;153,15;153,15;0,0;271;Houses2Rent;1250,0;0,0;2025-03-17;;0,0;0,0;0,0;0,0
0353;Archimedesstraat 6B;3112DB;Schiedam;4;2;Tradiro Services B.V.;17;2025-04-01;;1623,96;eigen_beheer;174,24;174,24;0,0;271;Houses2Rent;1250,0;0,0;2025-04-01;;0,0;0,0;0,0;0,0
0359;Kimbrenoord 49;3079 KC;Rotterdam;4;2;Tradiro Services B.V.;17;2026-01-14;;2386,52;ryanrent;27,03;27,03;0,0;816;Dockholland;1906,66;0,0;2025-04-25;2026-04-24;0,0;0,0;0,0;0,0
0361;Putsebocht 136 B01;3073 HS;Rotterdam;;;Tradiro Services B.V.;17;2026-01-14;;1494,99;ryanrent;112,58;112,58;0,0;;;;;;;;;;
0371;De Zwingel 8B;4926DC;Lage Zwaluwe;28;;Tradiro Services B.V.;17;2025-05-01;;13043,23;eigen_beheer;0,0;718,97;153,76;683;Tetering en Martens;11526,66;0,0;2025-05-01;2028-04-30;0,0;0,0;0,0;0,0
0375;Cubalaan 25;2685 LA;Poeldijk;8;5;Tradiro Services B.V.;17;2025-07-18;;5300,0;ryanrent;450,0;450,0;0,0;799;Z. Yilmaz;3600,0;0,0;2025-07-15;2026-08-31;0,0;0,0;0,0;0,0
0376;Zwethkade Zuid 30A;2635CV;Den Hoorn;6;3;Tradiro Services B.V.;17;2025-08-16;;3890,0;ryanrent;390,0;390,0;0,0;701;Fransen Vastgoed / Holland Huisvesting B.V.;2600,0;0,0;2025-08-11;2026-08-10;0,0;0,0;0,0;0,0
0380;Parallelweg 114C;3131DL;Vlaardingen;4;3;Tradiro Services B.V.;17;2025-09-20;;2350,0;ryanrent;250,0;250,0;110,0;795;J.P. Stoel;1650,0;0,0;2025-09-15;2027-09-30;0,0;0,0;0,0;0,0
0381;Parallelweg 134B;3131DL;Vlaardingen;4;3;Tradiro Services B.V.;17;2025-09-20;;2350,0;ryanrent;250,0;250,0;0,0;795;J.P. Stoel;1650,0;0,0;2025-09-15;2027-09-30;0,0;0,0;0,0;0,0
0382;Kwekerslaan 7 ;2691NP;s-Gravezande;10;7;Tradiro Services B.V.;17;2025-10-03;;4956,32;ryanrent;450,0;450,0;0,0;799;Z. Yilmaz;4506,0;0,0;;;0,0;0,0;0,0;0,0
0390;Roerdompstraat 4B;2953ER;Alblasserdam;10;5;Tradiro Services B.V.;17;2026-01-14;;3200,0;ryanrent;0,0;0,0;0,0;;;;;;;;;;
0402;Broersveld 150B;;Schiedam;;;Tradiro Services B.V.;17;2026-01-14;;990,46;ryanrent;50,28;50,28;0,0;;;;;;;;;;
0403;Hontenissestraat 124A;;Rotterdam;;;Tradiro Services B.V.;17;2026-01-14;;1574,0;ryanrent;385,02;385,02;25,1;;;;;;;;;;
0408;Lauwersmeer 4;;Barendrecht;;;Tradiro Services B.V.;17;2026-01-14;;2550,0;ryanrent;394,0;394,0;59,0;;;;;;;;;;
0411;Homeflex Park;;Honselersdijk;;;Tradiro Services B.V.;17;2026-01-14;;600,0;ryanrent;0,0;0,0;0,0;991;HomeFlex B.V.;14040,0;;2023-09-02;2025-09-01;;0,0;0,0;
0412;Hontenissestraat 162;;Rotterdam;;;Tradiro Services B.V.;17;2026-01-14;;3347,25;ryanrent;380,0;380,0;85,25;;;;;;;;;;
0416;Jacob van Ruijsdaelstraat 28;;Roosendaal;;;Tradiro Services B.V.;17;2026-01-14;;1560,0;ryanrent;24,77;69,73;67,35;;;;;;;;;;
0431;1e Verdeligsweg 6 - 537;;Putte;;;Tradiro Services B.V.;17;2026-01-14;;475,0;ryanrent;0,0;0,0;0,0;;;;;;;;;;
0432;1e Verdeligsweg 6 - 821;;Putte;;;Tradiro Services B.V.;17;2026-01-14;;475,0;ryanrent;0,0;0,0;0,0;;;;;;;;;;
0433;1e Verdeligsweg 6 - 822;;Putte;;;Tradiro Services B.V.;17;2026-01-14;;475,0;ryanrent;0,0;0,0;0,0;;;;;;;;;;
0436;de Lus 16 ap28;;Schagen;;;Tradiro Services B.V.;17;2026-01-14;;59,85;ryanrent;0,0;0,0;0,0;;;;;;;;;;
0437;Dorpstraat 27;;Moordrecht;;;Tradiro Services B.V.;17;2026-01-14;;1409,4;ryanrent;0,0;0,0;0,0;;;;;;;;;;
0438;Franselaan 273-B;;;;;Tradiro Services B.V.;17;2026-01-14;;1641,12;ryanrent;272,56;272,56;25,1;;;;;;;;;;
0440;Genestestraat 32;;Terneuzen;;;Tradiro Services B.V.;17;2026-01-14;;2602,5;ryanrent;0,0;0,0;0,0;;;;;;;;;;
0443;Ida Gerhardtplein 10;;Spijkenisse;;;Tradiro Services B.V.;17;2026-01-14;;757,44;ryanrent;0,0;0,0;0,0;;;;;;;;;;
0444;J. van Lennepstraat 13A;;Schiedam;;;Tradiro Services B.V.;17;2026-01-14;;989,88;ryanrent;273,62;273,62;67,36;;;;;;;;;;
0445;J. van Lennepstraat 13B;;Schiedam;;;Tradiro Services B.V.;17;2026-01-14;;989,88;ryanrent;482,46;482,46;67,35;;;;;;;;;;
0447;Kerklaan 74;;Nieuwerkerk aan den IJssel;;;Tradiro Services B.V.;17;2026-01-14;;647,1;ryanrent;0,0;0,0;0,0;991;HomeFlex B.V.;625,0;50,0;2022-10-01;2023-03-31;;0,0;0,0;0,0
0448;Kerklaan 80;;Nieuwerkerk aan den IJssel;;;Tradiro Services B.V.;17;2026-01-14;;764,26;ryanrent;0,0;0,0;0,0;977;Homeflex B.V.;625,0;60,0;2021-04-17;2021-10-15;;0,0;0,0;0,0
0449;Korhaanstraat 6;;Rotterdam;;;Tradiro Services B.V.;17;2026-01-14;;914,99;ryanrent;0,0;0,0;0,0;;;;;;;;;;
0452;Nic. Beetsstraat 29;;Vlaardingen;;;Tradiro Services B.V.;17;2026-01-14;;895,0;ryanrent;202,99;202,99;140,1;;;;;;;;;;
0453;Nijverheidstraat 26a, Studio 201;;Vlaardingen;;;Tradiro Services B.V.;17;2026-01-14;;59,85;ryanrent;0,0;0,0;0,0;;;;;;;;;;
0454;Oostene 23;;;;;Tradiro Services B.V.;17;2026-01-14;;972,0;ryanrent;0,0;0,0;0,0;;;;;;;;;;
0455;Papsouwselaan 30;;Delft;;;Tradiro Services B.V.;17;2026-01-14;;435,0;ryanrent;0,0;0,0;0,0;;;;;;;;;;
0456;Papsouwselaan 32;;Delft;;;Tradiro Services B.V.;17;2026-01-14;;435,0;ryanrent;0,0;0,0;0,0;;;;;;;;;;
0457;Papsouwselaan 34;;Delft;;;Tradiro Services B.V.;17;2026-01-14;;435,0;ryanrent;0,0;0,0;0,0;;;;;;;;;;
0458;Papsouwselaan 44;;Delft;;;Tradiro Services B.V.;17;2026-01-14;;435,0;ryanrent;0,0;0,0;0,0;;;;;;;;;;
0459;Papsouwselaan 52;;Delft;;;Tradiro Services B.V.;17;2026-01-14;;435,0;ryanrent;0,0;0,0;0,0;;;;;;;;;;
0460;Papsouwselaan 58;;Delft;;;Tradiro Services B.V.;17;2026-01-14;;435,0;ryanrent;0,0;0,0;0,0;;;;;;;;;;
0461;Papsouwselaan 68;;Delft;;;Tradiro Services B.V.;17;2026-01-14;;435,0;ryanrent;0,0;0,0;0,0;;;;;;;;;;
0462;Papsouwselaan 86;;Delft;;;Tradiro Services B.V.;17;2026-01-14;;435,0;ryanrent;0,0;0,0;0,0;;;;;;;;;;
0463;Papsouwselaan 138;;Delft;;;Tradiro Services B.V.;17;2026-01-14;;435,0;ryanrent;0,0;0,0;0,0;;;;;;;;;;
0464;Papsouwselaan 178;;Delft;;;Tradiro Services B.V.;17;2026-01-14;;560,0;ryanrent;0,0;0,0;0,0;;;;;;;;;;
0466;Singelweg 95;;Axel;;;Tradiro Services B.V.;17;2026-01-14;;614,82;ryanrent;0,0;0,0;0,0;;;;;;;;;;
0467;St. Annalandstraat 116;;Rotterdam;;;Tradiro Services B.V.;17;2026-01-14;;1415,0;ryanrent;273,81;273,81;25,1;;;;;;;;;;
0468;Sweelinckstraat 32;;Vlaardingen;;;Tradiro Services B.V.;17;2026-01-14;;730,44;ryanrent;0,0;0,0;0,0;;;;;;;;;;
0469;Tulpenstraat 45;;Rozenburg;;;Tradiro Services B.V.;17;2026-01-14;;441,0;ryanrent;0,0;0,0;0,0;977;Homeflex B.V.;280,02;40,0;2021-06-04;2021-06-11;;0,0;0,0;0,0
0470;v.d. Waalstraat 16;;Vlaardingen;;;Tradiro Services B.V.;17;2026-01-14;;895,0;ryanrent;411,41;411,41;1102,9099999999999;993;Tradiro Housing BV;895,0;;2018-02-01;2019-01-31;;0,0;0,0;
0471;W.M. Bakkerslaan 34;;Maasluis;;;Tradiro Services B.V.;17;2026-01-14;;2509,85;ryanrent;0,0;267,5;43,39;;;;;;;;;;
0073;Hendrik Deddenstraat 26;8395PX;Steggerda;5;5;United Homes B.V.;13;2022-10-01;;2464,47;eigen_beheer;0,0;0,0;0,0;146;Fam. Derwig;2000,0;0,0;2022-03-01;2025-02-28;0,0;0,0;0,0;0,0
0274;Karel Doormanlaan 21A;2678EX;DE LIER;4;2;Van Bergen Personeelsdiensten B.V.;284;2018-03-01;;1150,0;ryanrent;0,0;0,0;0,0;954;De Rembrandt B.V.;1150,0;1000,0;2018-03-01;;0,0;0,0;0,0;0,0
0275;Burgemeester Crezeelaan 76;2678KZ;DE LIER;8;4;Van Bergen Personeelsdiensten B.V.;284;2012-11-26;;1400,0;ryanrent;902,3400000000001;902,3400000000001;0,0;771;K. Zuidgeest;1400,0;2300,0;2012-11-26;;0,0;0,0;0,0;902,3400000000001
0276;Burgemeester Cramerlaan 82;2678 AN;DE LIER;6;4;Van Bergen Personeelsdiensten B.V.;284;2019-01-01;;1450,0;ryanrent;589,59;589,59;79,0;953;P. van den Berg;1450,0;1200,0;2019-01-01;2020-12-31;0,0;0,0;79,0;589,59
0278;Lange Broekweg 46;2671 DV;Naaldwijk;8;5;Van Bergen Personeelsdiensten B.V.;284;2017-12-10;;1825,0;ryanrent;0,0;0,0;79,0;955;G. Hofland;1825,0;1750,0;2017-12-10;;0,0;0,0;79,0;0,0
0280;Bovendijk 59;2295 RW;Kwintsheul;5;3;Van Bergen Personeelsdiensten B.V.;284;2014-06-01;;1375,0;ryanrent;122,42000000000002;122,42000000000002;79,0;952;M. Nottet;1375,0;;2014-06-01;;0,0;0,0;0,0;0,0
0281;Bovendijk 61;2295 RW;Kwintsheul;8;5;Van Bergen Personeelsdiensten B.V.;284;2014-06-01;;2625,0;ryanrent;261,87;261,87;79,0;952;M. Nottet;2625,0;;2014-06-01;;0,0;0,0;0,0;0,0
0282;Madeweg 25C;2681 PJ;Monster;8;4;Van Bergen Personeelsdiensten B.V.;284;2017-04-01;;2600,0;ryanrent;0,0;0,0;79,0;957;H. van Leeuwen;2600,0;;2017-04-01;;0,0;0,0;79,0;0,0
0283;Madeweg 35A;2681 PK;Monster;7;4;Van Bergen Personeelsdiensten B.V.;284;2021-03-01;;2020,0;ryanrent;632,8699999999999;632,8699999999999;79,0;759;J.S. Vink Vastgoed;2020,0;;2021-03-01;;0,0;0,0;79,0;632,8699999999999
0284;Molenweg 3A;2681 RD;Monster;7;4;Van Bergen Personeelsdiensten B.V.;284;2012-11-26;;1800,0;ryanrent;609,6700000000001;609,6700000000001;79,0;956;M.J.W. van den Enden & B.M. van den Enden;1800,0;;2012-11-26;;0,0;0,0;79,0;609,6700000000001
0285;Poeldijkseweg 27;2681 LT;Monster;;;Van Bergen Personeelsdiensten B.V.;284;2023-11-01;;850,0;ryanrent;0,0;0,0;0,0;958;P.C. Vijverberg;850,0;;2023-11-01;2025-10-31;0,0;0,0;;
0286;Waellandweg 12;2681 LV;Monster;7;4;Van Bergen Personeelsdiensten B.V.;284;2012-11-26;;2000,0;ryanrent;633,7599999999998;633,7599999999998;79,0;786;T. Olsthoorn;2000,0;1400,0;2012-11-26;;0,0;0,0;79,0;633,7599999999998
0288;De Haak, Zekkenstraat 31A;3151 XP;Hoek van Holland;7;4;Van Bergen Personeelsdiensten B.V.;284;2023-01-01;;2500,0;ryanrent;48,21;48,21;0,0;961;Stichting MCM;2500,0;;2023-01-01;2025-12-31;0,0;0,0;0,0;48,21
0289;De Haak, Zekkenstraat 31B;3151 XP;Hoek van Holland;8;4;Van Bergen Personeelsdiensten B.V.;284;2023-01-01;;2500,0;ryanrent;0,0;0,0;0,0;961;Stichting MCM;2500,0;;2023-01-01;2025-12-31;0,0;0,0;0,0;0,0
0335;Molenweg 3B;2681 RD;Monster;5;3;Van Bergen Personeelsdiensten B.V.;284;2025-01-02;;1800,0;ryanrent;200,0;200,0;79,0;956;M.J.W. van den Enden & B.M. van den Enden;1800,0;3600,0;2025-01-02;;0,0;0,0;79,0;200,0
0363;Rietdijkstraat 56A;3151 GJ;Hoek van Holland;4;2;Van Bergen Personeelsdiensten B.V.;284;2023-01-01;;1300,0;ryanrent;6,7;6,7;0,0;959;S.A. van Bergen Vastgoed B.V.;1300,0;1300,0;2023-01-01;2023-12-31;0,0;0,0;;6,7
0364;Rietdijkstraat 56B;3151 GJ;Hoek van Holland;6;3;Van Bergen Personeelsdiensten B.V.;284;2023-01-01;;1950,0;ryanrent;6,7;6,7;0,0;959;S.A. van Bergen Vastgoed B.V.;1950,0;1950,0;2023-01-01;2023-12-31;0,0;0,0;;6,7
0377;Rijpstraat 24;3151BV;Hoek van Holland;4;2;Van Bergen Personeelsdiensten B.V.;284;2019-05-15;;1733,3333333333333;ryanrent;0,0;0,0;0,0;960;F.A.S. van Bergen;1733,3333333333333;;2019-05-15;2022-05-14;0,0;0,0;0,0;0,0
0378;Poeldijkseweg 29;2681 LT;Monster;;;Van Bergen Personeelsdiensten B.V.;284;2023-07-01;;1500,0;ryanrent;0,0;0,0;0,0;958;P.C. Vijverberg;1500,0;;2023-07-01;2027-06-30;0,0;0,0;;0,0
0204;Punter 22 34;8242DT;Lelystad;5;4;Werckpost Service B.V.;149;2025-03-21;2026-03-21;3100,0;ryanrent;300,0;300,0;0,0;823;City Estate (Reinier Derksen);2416,16;0,0;2023-05-19;2025-04-30;0,0;0,0;0,0;0,0
0308;Kerkweg 9a [huis 135];1711RR;Hensbroek;3;3;Werckpost Service B.V.;149;2025-06-13;2026-06-12;2100,0;ryanrent;200,0;200,0;0,0;849;Chalet Park Holiday;1745,0;0,0;2024-10-18;;0,0;0,0;0,0;0,0
0318;Kerkweg 9a [huis 349];1711RR;Hensbroek;6;3;Werckpost Service B.V.;149;2025-09-02;2026-09-01;3675,0;ryanrent;400,0;400,0;0,0;766;C. van Driel e/o B.M. Verdouw;2858,9;0,0;2023-09-15;;0,0;0,0;0,0;0,0
