object_id,adres,klant_naam,huur_excl_btw,huur_incl_btw,voorschot_gwe_excl_btw,gwe_incl_btw,overige_kosten,totaal_excl_btw,totaal_incl_btw,verhuur_start,verhuur_eind,klant_email,klant_iban
0246,"Socratesstraat 168","Tradiro Services B.V.",1200.0,1308.0,265.08,320.75,25.1,1490.18,1653.85,2026-01-14,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0247,"Spoorsingel 154b","Tradiro Services B.V.",2129.12,2320.74,0.0,0.0,25.1,2154.22,2345.84,2026-01-14,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0249,"Tholenstraat 114","Tradiro Services B.V.",1400.53,1526.58,260.59,315.31,25.1,1686.22,1866.99,2026-01-14,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0250,"van der Waalsstraat 70","Tradiro Services B.V.",895.0,975.55,411.41,497.81,182.1,1488.51,1655.46,2026-01-14,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0277,"Gerberalaan 113","Tradiro Services B.V.",111.47,121.5,0.0,0.0,0.0,111.47,121.5,2026-01-14,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0292,"Burgemeester Stulemeijerlaan 71","Tradiro Services B.V.",1019.0,1110.71,47.03,56.91,0.0,1066.03,1167.62,2026-01-14,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0333,"Kethelweg 66D","Tradiro Services B.V.",2491.65,2715.9,0.0,0.0,0.0,2491.65,2715.9,2025-02-07,2026-02-07,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0336,"Ofwegen 1A","Tradiro Services B.V.",2900.0,3161.0,350.0,423.5,0.0,3250.0,3584.5,2026-01-14,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0337,"Kruisweg 16","Tradiro Services B.V.",5350.0,5831.5,600.0,726.0,0.0,5950.0,6557.5,2025-10-01,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0340,"Professor Poelslaan 58C","Tradiro Services B.V.",2750.0,2997.5,224.26,271.35,0.0,2974.26,3268.85,2025-02-28,2026-02-28,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0347,"Van Ruijsdaellaan 72A","Tradiro Services B.V.",1560.0,1700.4,95.67,115.76,0.0,1655.67,1816.16,2025-03-01,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0351,"Van Ruijsdaellaan 72B","Tradiro Services B.V.",1560.0,1700.4,134.4,162.62,0.0,1694.4,1863.02,2025-04-01,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0352,"Van Ruijsdaellaan 72C","Tradiro Services B.V.",1560.0,1700.4,153.15,185.31,0.0,1713.15,1885.71,2025-03-17,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0353,"Archimedesstraat 6B","Tradiro Services B.V.",1623.96,1770.12,174.24,210.83,0.0,1798.2,1980.95,2025-04-01,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0359,"Kimbrenoord 49","Tradiro Services B.V.",2386.52,2601.31,27.03,32.71,0.0,2413.55,2634.01,2026-01-14,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0361,"Putsebocht 136 B01","Tradiro Services B.V.",1494.99,1629.54,112.58,136.22,0.0,1607.57,1765.76,2026-01-14,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0371,"De Zwingel 8B","Tradiro Services B.V.",13043.23,14217.12,718.97,869.95,153.76,13915.96,15240.83,2025-05-01,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0375,"Cubalaan 25","Tradiro Services B.V.",5300.0,5777.0,450.0,544.5,0.0,5750.0,6321.5,2025-07-18,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0376,"Zwethkade Zuid 30A","Tradiro Services B.V.",3890.0,4240.1,390.0,471.9,0.0,4280.0,4712.0,2025-08-16,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0380,"Parallelweg 114C","Tradiro Services B.V.",2350.0,2561.5,250.0,302.5,110.0,2710.0,2974.0,2025-09-20,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0381,"Parallelweg 134B","Tradiro Services B.V.",2350.0,2561.5,250.0,302.5,0.0,2600.0,2864.0,2025-09-20,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0382,"Kwekerslaan 7 ","Tradiro Services B.V.",4956.32,5402.39,450.0,544.5,0.0,5406.32,5946.89,2025-10-03,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0390,"Roerdompstraat 4B","Tradiro Services B.V.",3200.0,3488.0,0.0,0.0,0.0,3200.0,3488.0,2026-01-14,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0402,"Broersveld 150B","Tradiro Services B.V.",990.46,1079.6,50.28,60.84,0.0,1040.74,1140.44,2026-01-14,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0403,"Hontenissestraat 124A","Tradiro Services B.V.",1574.0,1715.66,385.02,465.87,25.1,1984.12,2206.63,2026-01-14,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0408,"Lauwersmeer 4","Tradiro Services B.V.",2550.0,2779.5,394.0,476.74,59.0,3003.0,3315.24,2026-01-14,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0411,"Homeflex Park","Tradiro Services B.V.",600.0,654.0,0.0,0.0,0.0,600.0,654.0,2026-01-14,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0412,"Hontenissestraat 162","Tradiro Services B.V.",3347.25,3648.5,380.0,459.8,85.25,3812.5,4193.55,2026-01-14,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0416,"Jacob van Ruijsdaelstraat 28","Tradiro Services B.V.",1560.0,1700.4,69.73,84.37,67.35,1697.08,1852.12,2026-01-14,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0431,"1e Verdeligsweg 6 - 537","Tradiro Services B.V.",475.0,517.75,0.0,0.0,0.0,475.0,517.75,2026-01-14,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0432,"1e Verdeligsweg 6 - 821","Tradiro Services B.V.",475.0,517.75,0.0,0.0,0.0,475.0,517.75,2026-01-14,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0433,"1e Verdeligsweg 6 - 822","Tradiro Services B.V.",475.0,517.75,0.0,0.0,0.0,475.0,517.75,2026-01-14,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0436,"de Lus 16 ap28","Tradiro Services B.V.",59.85,65.24,0.0,0.0,0.0,59.85,65.24,2026-01-14,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0437,"Dorpstraat 27","Tradiro Services B.V.",1409.4,1536.25,0.0,0.0,0.0,1409.4,1536.25,2026-01-14,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0438,"Franselaan 273-B","Tradiro Services B.V.",1641.12,1788.82,272.56,329.8,25.1,1938.78,2143.72,2026-01-14,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0440,"Genestestraat 32","Tradiro Services B.V.",2602.5,2836.73,0.0,0.0,0.0,2602.5,2836.73,2026-01-14,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0443,"Ida Gerhardtplein 10","Tradiro Services B.V.",757.44,825.61,0.0,0.0,0.0,757.44,825.61,2026-01-14,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0444,"J. van Lennepstraat 13A","Tradiro Services B.V.",989.88,1078.97,273.62,331.08,67.36,1330.86,1477.41,2026-01-14,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0445,"J. van Lennepstraat 13B","Tradiro Services B.V.",989.88,1078.97,482.46,583.78,67.35,1539.69,1730.1,2026-01-14,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0447,"Kerklaan 74","Tradiro Services B.V.",647.1,705.34,0.0,0.0,0.0,647.1,705.34,2026-01-14,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0448,"Kerklaan 80","Tradiro Services B.V.",764.26,833.04,0.0,0.0,0.0,764.26,833.04,2026-01-14,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0449,"Korhaanstraat 6","Tradiro Services B.V.",914.99,997.34,0.0,0.0,0.0,914.99,997.34,2026-01-14,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0452,"Nic. Beetsstraat 29","Tradiro Services B.V.",895.0,975.55,202.99,245.62,140.1,1238.09,1361.27,2026-01-14,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0453,"Nijverheidstraat 26a, Studio 201","Tradiro Services B.V.",59.85,65.24,0.0,0.0,0.0,59.85,65.24,2026-01-14,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0454,"Oostene 23","Tradiro Services B.V.",972.0,1059.48,0.0,0.0,0.0,972.0,1059.48,2026-01-14,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0455,"Papsouwselaan 30","Tradiro Services B.V.",435.0,474.15,0.0,0.0,0.0,435.0,474.15,2026-01-14,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0456,"Papsouwselaan 32","Tradiro Services B.V.",435.0,474.15,0.0,0.0,0.0,435.0,474.15,2026-01-14,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0457,"Papsouwselaan 34","Tradiro Services B.V.",435.0,474.15,0.0,0.0,0.0,435.0,474.15,2026-01-14,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0458,"Papsouwselaan 44","Tradiro Services B.V.",435.0,474.15,0.0,0.0,0.0,435.0,474.15,2026-01-14,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0459,"Papsouwselaan 52","Tradiro Services B.V.",435.0,474.15,0.0,0.0,0.0,435.0,474.15,2026-01-14,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0460,"Papsouwselaan 58","Tradiro Services B.V.",435.0,474.15,0.0,0.0,0.0,435.0,474.15,2026-01-14,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0461,"Papsouwselaan 68","Tradiro Services B.V.",435.0,474.15,0.0,0.0,0.0,435.0,474.15,2026-01-14,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0462,"Papsouwselaan 86","Tradiro Services B.V.",435.0,474.15,0.0,0.0,0.0,435.0,474.15,2026-01-14,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0463,"Papsouwselaan 138","Tradiro Services B.V.",435.0,474.15,0.0,0.0,0.0,435.0,474.15,2026-01-14,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0464,"Papsouwselaan 178","Tradiro Services B.V.",560.0,610.4,0.0,0.0,0.0,560.0,610.4,2026-01-14,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0466,"Singelweg 95","Tradiro Services B.V.",614.82,670.15,0.0,0.0,0.0,614.82,670.15,2026-01-14,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0467,"St. Annalandstraat 116","Tradiro Services B.V.",1415.0,1542.35,273.81,331.31,25.1,1713.91,1898.76,2026-01-14,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0468,"Sweelinckstraat 32","Tradiro Services B.V.",730.44,796.18,0.0,0.0,0.0,730.44,796.18,2026-01-14,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0469,"Tulpenstraat 45","Tradiro Services B.V.",441.0,480.69,0.0,0.0,0.0,441.0,480.69,2026-01-14,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0470,"v.d. Waalstraat 16","Tradiro Services B.V.",895.0,975.55,411.41,497.81,1102.91,2409.32,2576.27,2026-01-14,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0471,"W.M. Bakkerslaan 34","Tradiro Services B.V.",2509.85,2735.74,267.5,323.68,43.39,2820.74,3102.8,2026-01-14,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0073,"Hendrik Deddenstraat 26","United Homes B.V.",2464.47,2686.27,0.0,0.0,0.0,2464.47,2686.27,2022-10-01,,administratie@unitedhomes.eu,"NL85 RABO 0131 3612 60"
0273,"Fenacoliuslaan 56B","Van Bergen Personeelsdiensten B.V.",2227.0,2427.43,388.9,470.57,79.0,2694.9,2977.0,2020-03-06,,facturen@aubvanbergen.nl,
0274,"Karel Doormanlaan 21A","Van Bergen Personeelsdiensten B.V.",1150.0,1253.5,0.0,0.0,0.0,1150.0,1253.5,2018-03-01,,facturen@aubvanbergen.nl,
0275,"Burgemeester Crezeelaan 76","Van Bergen Personeelsdiensten B.V.",1400.0,1526.0,902.34,1091.83,0.0,2302.34,2617.83,2012-11-26,,facturen@aubvanbergen.nl,
0276,"Burgemeester Cramerlaan 82","Van Bergen Personeelsdiensten B.V.",1450.0,1580.5,589.59,713.4,79.0,2118.59,2372.9,2019-01-01,,facturen@aubvanbergen.nl,
0278,"Lange Broekweg 46","Van Bergen Personeelsdiensten B.V.",1825.0,1989.25,0.0,0.0,79.0,1904.0,2068.25,2017-12-10,,facturen@aubvanbergen.nl,
0279,"Haagkamp 11","Van Bergen Personeelsdiensten B.V.",1950.0,2125.5,429.36,519.53,0.0,2379.36,2645.03,2012-11-26,,facturen@aubvanbergen.nl,
0280,"Bovendijk 59","Van Bergen Personeelsdiensten B.V.",1375.0,1498.75,122.42,148.13,79.0,1576.42,1725.88,2014-06-01,,facturen@aubvanbergen.nl,
0281,"Bovendijk 61","Van Bergen Personeelsdiensten B.V.",2625.0,2861.25,261.87,316.86,79.0,2965.87,3257.11,2014-06-01,,facturen@aubvanbergen.nl,
0282,"Madeweg 25C","Van Bergen Personeelsdiensten B.V.",2600.0,2834.0,0.0,0.0,79.0,2679.0,2913.0,2017-04-01,,facturen@aubvanbergen.nl,
0283,"Madeweg 35A","Van Bergen Personeelsdiensten B.V.",2020.0,2201.8,632.87,765.77,79.0,2731.87,3046.57,2021-03-01,,facturen@aubvanbergen.nl,
0284,"Molenweg 3A","Van Bergen Personeelsdiensten B.V.",1800.0,1962.0,609.67,737.7,79.0,2488.67,2778.7,2012-11-26,,facturen@aubvanbergen.nl,
0285,"Poeldijkseweg 27","Van Bergen Personeelsdiensten B.V.",850.0,926.5,0.0,0.0,0.0,850.0,926.5,2023-11-01,,facturen@aubvanbergen.nl,
0286,"Waellandweg 12","Van Bergen Personeelsdiensten B.V.",2000.0,2180.0,633.76,766.85,79.0,2712.76,3025.85,2012-11-26,,facturen@aubvanbergen.nl,
0288,"De Haak, Zekkenstraat 31A","Van Bergen Personeelsdiensten B.V.",2500.0,2725.0,48.21,58.33,0.0,2548.21,2783.33,2023-01-01,,facturen@aubvanbergen.nl,
0289,"De Haak, Zekkenstraat 31B","Van Bergen Personeelsdiensten B.V.",2500.0,2725.0,0.0,0.0,0.0,2500.0,2725.0,2023-01-01,,facturen@aubvanbergen.nl,
0291,"Koperwerf 28","Van Bergen Personeelsdiensten B.V.",41710.0,45463.9,0.0,0.0,395.0,42105.0,45858.9,2019-05-06,,facturen@aubvanbergen.nl,
0291,"Koperwerf 28","Van Bergen Personeelsdiensten B.V.",1500.0,1635.0,0.0,0.0,395.0,1895.0,2030.0,2020-03-01,,facturen@aubvanbergen.nl,
0335,"Molenweg 3B","Van Bergen Personeelsdiensten B.V.",1800.0,1962.0,200.0,242.0,79.0,2079.0,2283.0,2025-01-02,,facturen@aubvanbergen.nl,
0363,"Rietdijkstraat 56A","Van Bergen Personeelsdiensten B.V.",1300.0,1417.0,6.7,8.11,0.0,1306.7,1425.11,2023-01-01,,facturen@aubvanbergen.nl,
0364,"Rietdijkstraat 56B","Van Bergen Personeelsdiensten B.V.",1950.0,2125.5,6.7,8.11,0.0,1956.7,2133.61,2023-01-01,,facturen@aubvanbergen.nl,
0377,"Rijpstraat 24","Van Bergen Personeelsdiensten B.V.",1733.33333333333,1889.33,0.0,0.0,0.0,1733.33,1889.33,2019-05-15,,facturen@aubvanbergen.nl,
0378,"Poeldijkseweg 29","Van Bergen Personeelsdiensten B.V.",1500.0,1635.0,0.0,0.0,0.0,1500.0,1635.0,2023-07-01,,facturen@aubvanbergen.nl,
0204,"Punter 22 34","Werckpost Service B.V.",3100.0,3379.0,300.0,363.0,0.0,3400.0,3742.0,2025-03-21,2026-03-21,facturen@werckpost.nl,
0308,"Kerkweg 9a [huis 135]","Werckpost Service B.V.",2100.0,2289.0,200.0,242.0,0.0,2300.0,2531.0,2025-06-13,2026-06-12,facturen@werckpost.nl,
0318,"Kerkweg 9a [huis 349]","Werckpost Service B.V.",3675.0,4005.75,400.0,484.0,0.0,4075.0,4489.75,2025-09-02,2026-09-01,facturen@werckpost.nl,
